1	6
1	5
1	15
1	7
5	1
5	178
5	184
5	187
5	188
6	1
6	48017
6	307866
6	320079
6	620900
7	1
7	193
7	191
7	198
15	1
15	11148
17	436
17	437
17	438
17	261
17	440
17	442
17	443
17	444
27	434
27	580
27	619
27	872
27	888
27	873
27	904
27	921
27	905
27	875
27	935
27	936
27	891
27	892
27	947
27	938
27	925
27	927
27	895
27	953
27	931
27	916
27	884
27	885
27	942
27	897
27	866
27	898
27	900
27	957
27	901
27	958
27	1627
27	1821
27	2600
27	3006
27	3552
27	3808
27	3675
27	7290
27	9732
27	11412
27	13269
27	14831
27	17896
27	17910
27	18583
27	20453
27	20221
27	20647
27	22471
27	24659
27	25019
27	25421
27	25867
27	25604
27	27282
27	36437
27	45044
27	47711
27	48038
27	65012
27	80051
27	111249
34	1229
34	695
34	1219
34	1247
34	1258
34	1227
34	1252
34	1239
34	1256
34	1234
34	1240
34	67
34	1073
34	1249
34	1253
34	1250
34	1248
34	1262
34	1264
34	1275
34	1277
34	947
34	1279
34	572
34	1284
34	1285
34	1288
34	1291
38	11254
38	16570
38	26900
38	38036
38	44742
39	559
39	1452
39	3572
39	3936
39	7260
39	7733
39	11763
39	11912
39	14113
39	18141
39	18398
39	18666
39	18942
39	21566
39	22441
39	22514
39	25610
39	27404
39	29564
39	31777
39	32686
39	33575
39	37683
39	38572
39	53555
39	64727
39	70662
39	77086
39	82476
39	91742
39	129874
39	160982
39	187225
41	66
41	101
41	1337
42	492
42	1366
42	1376
42	911
42	1368
42	1310
42	486
42	1370
42	1363
42	1357
42	508
42	1380
42	670
42	1382
42	1384
42	1385
50	957
50	11328
50	13201
50	15575
50	15789
50	18983
50	18689
50	25188
50	24974
50	25976
50	26804
50	27484
50	36199
50	44730
50	57484
50	72779
50	74502
50	76421
50	121401
61	65
61	98
61	5409
61	5390
61	11041
65	61
65	2942
66	41
66	73
66	694
66	5451
66	5523
66	6867
66	13942
66	15191
66	23297
66	35749
66	122233
67	34
67	1239
67	1240
67	1252
67	3142
67	695
67	1249
67	1264
67	3138
67	2959
67	3089
67	3178
67	595
67	3144
67	3145
67	1219
67	3176
67	3139
67	3147
67	1262
67	1277
67	1087
67	1253
67	1258
67	3140
67	1229
67	3146
67	584
67	2528
67	3459
73	522
73	595
73	3168
73	3453
73	4699
73	4793
73	4596
73	4684
73	4800
73	5363
73	6340
73	6644
73	6646
73	6927
77	1765
77	2605
77	6800
77	9754
77	20824
77	22083
77	29200
77	36246
77	36437
77	42023
77	46153
77	48120
77	51099
77	62210
77	65446
77	71770
77	86083
77	148473
77	150286
77	298548
87	5558
87	5711
87	5570
87	5713
87	5554
87	1083
87	5777
87	3069
87	5715
87	5566
87	5705
87	3852
87	6077
88	1951
88	9624
88	20220
88	25542
88	38659
88	38486
88	49305
88	76976
88	93269
88	98394
88	161001
88	161097
88	235243
91	98
91	6938
91	6617
91	7005
91	7010
91	7016
91	6935
91	4862
91	771
91	7879
91	7883
91	7887
91	7891
91	7893
91	7898
91	7966
91	3575
91	7968
91	644
91	7971
91	7972
91	449
95	3357
95	3372
95	3264
95	3483
95	3627
95	3320
95	3499
95	3496
95	3371
95	3249
95	3582
95	3257
95	3302
95	3317
95	3314
95	3246
95	3256
95	3374
95	3594
95	3261
95	3628
95	3247
95	3366
95	3575
95	3373
95	3263
95	3495
95	3045
95	2336
95	3252
95	3584
95	3486
95	3375
95	3589
95	3255
95	3493
95	3364
95	3254
95	3581
95	3585
95	3293
95	3295
95	3489
95	3265
95	3367
95	3315
95	3297
95	3251
95	3580
95	3578
95	3294
95	4808
95	4809
95	4810
98	65
98	5409
98	91
98	5390
98	844
101	8071
101	7924
101	8375
101	7634
101	8387
101	7569
101	8372
101	1337
101	8472
101	2061
101	7566
101	8486
101	609
101	7736
101	8382
101	8368
101	4600
101	2944
101	8378
101	8474
101	3483
101	7642
101	7753
101	5386
101	8489
101	7553
101	7931
101	7755
101	7640
101	7762
101	3158
101	7638
101	7639
101	7759
101	8074
101	8059
101	7739
101	460
101	3586
101	2752
101	8480
101	547
101	8077
101	7938
101	8245
101	5419
101	7644
101	8361
101	8237
101	8484
101	8392
101	8388
101	8482
101	8232
101	8160
101	8156
101	8159
101	7741
101	8157
101	8155
101	7936
101	8389
101	8147
101	7757
101	4948
101	8234
101	8230
101	8068
101	7761
101	8367
101	8479
101	7633
101	8154
101	686
101	7750
101	8151
101	7926
101	3895
101	8635
101	7922
101	4830
101	7733
101	8222
101	8064
101	2928
101	8227
101	8152
101	7754
101	8075
101	640
101	9482
101	9485
101	9487
101	1384
101	3852
109	1764
109	2589
109	2874
109	3168
109	13225
109	16230
109	26898
109	397112
120	87
120	19745
120	23164
120	23828
120	36771
120	36926
120	38078
120	53892
120	573207
122	568
122	1821
122	2609
122	3438
122	3453
122	3387
122	3427
122	7853
122	8137
122	12303
122	12188
122	13205
122	13209
122	13721
122	15092
122	15031
122	16046
122	17151
122	18208
122	21272
122	21810
122	23503
122	24079
122	24290
122	25104
122	28564
122	28689
122	30075
122	30478
122	33985
122	37295
122	37225
122	43675
122	43748
122	45734
122	46466
122	46735
122	47962
122	49694
122	59291
122	61733
122	67495
122	81488
122	84048
122	87142
122	89144
122	91378
122	131703
122	151171
122	156187
122	161907
122	165818
122	185469
122	222853
122	222811
122	246390
122	259095
122	274016
122	274112
122	277609
123	1790
123	2048
123	2042
123	652
123	1813
123	1765
123	2328
123	1291
123	2102
123	2096
123	1817
123	1954
123	1821
123	2040
123	2035
123	2319
123	1819
123	2306
123	1787
123	2334
123	2107
123	2104
123	1965
123	1797
123	2047
123	1756
123	1754
123	1941
123	2043
123	2336
123	1759
123	1810
123	1232
123	2536
123	2539
123	2549
123	2597
123	2598
123	2599
123	670
123	2600
123	2601
123	2604
123	2605
123	2606
123	2607
123	2608
123	2609
123	2610
123	2611
123	2612
123	2613
123	2049
136	7872
136	8018
136	8035
136	5174
136	7873
136	3363
136	8024
136	8029
136	8020
136	8016
136	7855
136	8135
136	8131
136	7863
136	7869
136	7858
136	7870
136	7871
136	1821
136	7853
136	7874
136	7851
136	3881
136	8034
136	8038
136	7865
136	8140
136	8139
136	8129
136	4808
136	8126
136	8044
136	8041
136	8133
136	8138
136	8137
136	8045
136	7848
136	8037
136	8433
136	8437
136	8439
136	8441
136	8443
136	8444
136	8445
136	8447
136	8448
136	8449
136	8450
136	8577
136	1291
136	2646
136	8578
136	8580
136	8581
141	4852
141	4300
141	4737
141	4739
141	4519
141	4311
141	4854
141	4527
141	4307
141	4521
141	4847
141	4842
141	4751
141	2604
141	4840
141	4850
141	4530
141	4510
170	3168
170	15255
170	24608
170	39691
178	5
178	5280
178	5117
178	5182
178	5114
178	5063
178	5176
178	5105
178	5174
178	5186
178	5168
178	5113
178	5198
178	5187
178	5166
178	3315
178	5068
178	4950
178	5602
178	5603
178	5606
178	5608
178	5610
184	5
184	21136
184	33773
184	51136
188	275531
191	7
191	8609
191	24889
191	44779
193	7
197	7
197	4737
197	19615
198	7
238	8910
238	6718
238	9015
238	8368
238	7368
238	8916
238	9008
238	9014
238	8914
238	8909
238	9005
238	8907
238	9007
238	580
238	3392
238	1695
238	8911
238	8919
238	9013
238	8921
238	6927
238	3352
238	2060
238	10081
238	8088
238	10083
238	1442
238	10084
238	10086
238	300
241	595
241	2528
241	12824
241	12747
241	12746
241	12744
241	12825
241	12745
241	12760
241	1095
241	12826
241	12828
241	12752
241	12749
241	12750
241	13008
241	587
241	13010
252	7476
252	7507
252	7509
252	7503
252	7505
252	7512
252	7455
252	7517
252	7442
252	7443
252	7474
252	3696
252	7472
252	7510
252	7457
252	7445
252	7514
252	7464
252	7469
252	7478
252	7518
252	7520
252	7515
252	7449
252	10690
252	10692
252	10694
252	10696
252	10783
252	10787
252	10788
252	10789
252	10791
252	2745
252	10792
252	10793
252	10794
252	10795
252	10797
256	585
256	2352
256	2598
256	2609
256	3045
256	3220
256	4192
256	5895
256	7639
256	14103
256	14105
256	14095
256	13992
256	14167
256	14170
256	14097
256	13981
256	18323
256	22574
256	25604
256	45398
256	46408
256	48224
256	72190
256	75834
256	261361
256	261867
256	272616
261	442
261	17
261	6113
261	6114
261	6231
263	6718
263	6715
263	7376
263	6617
263	6711
263	6927
263	7368
263	6622
263	6789
263	6621
263	7379
263	6618
263	6619
263	6419
263	6700
263	7272
263	3265
263	6703
263	6627
263	6702
263	8003
263	8079
263	8081
263	8088
263	3352
287	22798
287	53924
287	88812
287	295294
297	45930
297	65342
300	2528
300	7368
300	6927
300	7272
300	1442
301	3977
301	12303
301	12188
301	12174
301	203424
302	469
302	1491
302	2754
302	2990
302	6219
302	6385
302	11534
302	15285
302	16025
302	16029
302	23482
302	24124
302	24443
302	24791
302	27235
302	30675
302	36250
302	49486
302	119101
302	272113
305	5883
305	4334
305	6610
305	6615
306	11148
306	26100
306	27472
306	46250
306	84647
306	278882
376	44711
426	4521
426	13825
426	22675
426	36025
426	40278
426	51573
426	100791
426	148853
426	156326
426	162506
426	194686
426	350739
426	373196
434	27
434	14002
434	13892
434	14118
434	13996
434	539
434	14121
434	14107
434	13998
434	14124
434	13889
434	14122
434	13887
434	14007
434	13874
434	13876
434	13881
434	13877
434	13868
434	3247
434	13878
434	13704
434	14001
434	14004
434	14113
434	14009
434	2352
434	14195
434	667
434	14114
434	14005
434	14106
434	13210
434	14008
434	3943
434	533
434	14193
434	13995
434	14006
434	14117
434	14000
434	14344
434	13502
434	14448
434	14449
434	14450
434	14452
434	14544
434	14545
434	14550
434	14552
434	3886
434	14554
434	14556
434	14558
434	14559
434	14561
434	14563
434	14565
434	14566
434	2178
434	14567
436	15006
436	15014
436	15013
436	15015
436	17
436	14171
436	15017
436	15008
436	15073
436	15003
436	15094
436	15080
436	12082
436	15011
436	15012
436	2800
436	13115
436	15078
436	15097
436	15016
436	15001
436	15085
436	15074
436	14208
436	15275
436	15276
436	15277
436	15279
436	15281
436	438
437	10655
437	10657
437	10773
437	10804
437	10819
437	10820
437	10808
437	10781
437	10896
437	10897
437	10769
437	10812
437	10813
437	10771
437	10891
437	193913
438	437
438	179202
438	204097
438	221695
438	229457
438	387661
438	399402
438	791039
438	1060500
438	1102559
440	113307
440	373213
440	405352
440	580217
442	261
442	11877
442	17
442	11938
442	11881
442	11940
442	11880
442	11865
442	11952
442	11870
442	11873
442	11947
442	443
442	11879
442	11876
442	11945
442	11937
442	11875
442	11956
442	11872
442	11959
442	11869
442	11949
442	11961
442	12126
442	12127
442	12128
442	12129
442	6211
442	12250
442	12251
442	12252
442	12253
442	12254
442	7904
442	12256
442	12257
443	442
443	12577
443	12484
443	12699
443	12693
443	12695
443	12587
443	12595
443	12589
443	12590
443	12684
443	12487
443	12672
443	12701
443	12594
443	12676
443	12778
443	12673
443	12776
443	12458
443	12486
443	12482
443	12697
443	12599
443	12490
443	12777
443	11961
443	12703
443	12600
443	12779
443	12780
443	12583
443	12581
443	12475
443	12781
443	12588
443	12603
443	12685
443	1480
443	12593
443	12591
443	12670
443	12680
443	12682
443	12671
443	12678
443	12971
443	12972
443	12973
443	14108
443	5729
443	14110
443	14112
444	4739
444	25570
444	121102
444	139554
444	218779
444	220755
444	222007
444	230731
444	373213
444	591347
444	769127
449	3168
449	3487
449	7634
449	12325
449	13942
449	15196
449	15027
449	15789
449	18734
449	22757
449	23511
449	24902
449	26430
449	26760
449	34205
449	35085
449	35749
449	36522
449	41408
449	50373
449	76743
449	104972
449	147683
449	171398
449	172465
449	199005
449	273057
449	311829
449	405374
449	447674
460	27
460	101
460	301
460	842
460	1239
460	1524
460	2589
460	2567
460	3427
460	4793
460	4836
460	5484
460	5377
460	6423
460	6583
460	8877
460	14225
460	15154
460	15347
460	17298
460	23802
460	24383
460	26928
460	27190
460	29041
460	57486
460	72377
460	307325
469	13351
469	2054
469	6278
469	2864
469	1406
469	3139
469	13191
469	9754
469	13000
469	12998
469	12888
469	3527
469	13041
469	727
469	13274
469	8156
469	13195
469	4710
469	11837
469	1095
469	13272
469	13269
469	13273
469	11575
469	13112
469	808
469	817
469	3571
469	13187
469	12896
469	12963
469	13352
469	13855
469	547
469	13867
469	14570
469	14571
469	14572
469	14574
477	18024
477	18021
477	14947
477	18023
477	18020
477	18016
477	18022
477	9624
477	18007
477	18012
477	18105
477	17067
477	17179
477	18133
477	18135
477	18136
477	18138
477	4826
477	18139
477	18140
477	18141
477	15236
477	18144
478	866
478	1672
478	7644
478	15522
478	21803
478	27483
478	27558
478	35085
478	36382
478	39794
478	43589
480	632
480	18462
480	18465
480	18456
480	18594
480	16500
480	18466
480	3340
480	14463
480	12840
480	18799
480	16542
480	18800
480	12601
480	18801
480	18802
480	18217
480	18806
480	18808
480	18824
480	18826
480	15355
480	18827
480	7835
480	11309
480	18831
486	42
486	7626
486	9624
486	19134
486	20220
486	24365
486	212733
486	266018
488	15596
488	18752
488	18757
488	18715
488	18720
488	234291
489	12601
489	18806
489	19123
489	19397
489	19340
489	19473
489	19403
489	19345
489	19377
489	19390
489	19470
489	19471
489	21803
489	87778
492	42
492	9785
492	14831
492	15586
492	22118
492	22274
492	23130
492	23737
492	24227
492	25610
492	26804
492	29852
492	34709
492	82288
492	129321
492	165818
493	21517
493	21338
493	21337
493	9786
493	16024
493	21584
493	21587
493	21478
493	21533
493	21322
493	15590
493	7835
493	21480
493	21404
493	14007
493	21398
493	21396
493	21333
493	11182
493	21528
493	5280
493	13704
493	21471
493	21513
493	21411
493	11575
493	21470
493	11841
493	21474
493	21400
493	21473
493	20233
493	21481
493	21479
493	2360
493	21522
493	21413
493	21582
493	15446
493	21519
493	21852
493	19310
493	19740
493	21853
493	21854
493	21855
493	21856
493	21857
493	21858
493	21859
493	9313
493	21918
496	23519
496	23509
496	23305
496	23517
496	23515
496	9754
496	23381
496	23510
496	23313
496	23516
496	23512
496	23307
496	2279
496	23376
496	23312
496	23361
496	14337
496	23302
496	23514
496	23357
496	23513
496	14815
496	23518
496	4830
496	1819
496	23383
496	23506
496	23511
496	16419
496	14746
496	22129
496	1434
496	23714
496	23715
496	23716
496	23718
496	3349
496	23719
496	11841
496	23721
496	23722
496	20819
496	23198
496	6763
496	849
496	7924
496	23780
496	16219
496	16400
496	20558
496	10084
496	3532
496	23783
497	11912
497	11913
497	7626
497	11763
497	2897
497	11907
497	11412
497	11509
497	11777
497	7337
497	11684
497	11401
497	11774
497	11681
497	8378
497	11594
497	11676
497	11402
497	11678
497	3649
497	11502
497	11908
497	11320
497	11769
497	11253
497	11503
497	11327
497	11394
497	10892
497	11500
497	11408
497	11393
497	11673
497	11669
497	7363
497	11587
497	11406
497	11780
497	11779
497	11765
497	11767
497	5086
497	11409
497	11680
497	11580
497	11595
497	11662
497	11664
497	11259
497	11506
497	3399
497	11585
497	11317
497	11679
497	11593
497	11248
497	11571
497	11512
497	11256
497	11514
497	11321
497	11772
497	11785
497	11315
497	7750
497	11515
497	11254
497	11577
497	11573
497	11511
497	1882
498	621
498	120794
499	1157
499	1826
499	8632
499	12477
499	13203
499	13204
499	13205
499	13207
499	13197
499	13132
499	13200
499	13201
499	13283
499	13208
499	13209
499	13122
499	13210
499	13285
499	13124
499	13211
499	13287
499	13213
499	13288
499	13214
499	13289
499	15027
499	19525
499	27650
499	27764
499	42687
499	49695
499	79964
499	151171
499	246147
501	2486
501	4950
501	11514
501	13981
501	16481
501	18474
501	18792
501	22316
501	25121
501	26579
501	36106
501	38721
501	40059
501	64349
501	109389
501	140362
501	541446
502	6715
502	10793
502	12601
502	16553
502	17167
502	36361
502	45423
502	45645
502	49925
502	151028
502	151171
502	238062
502	262501
502	279093
502	363314
505	16848
505	16671
505	16665
505	16668
505	16679
505	16788
505	16667
505	16839
505	16675
505	16677
505	16681
505	3367
505	16779
505	16789
505	16785
505	16783
505	16786
505	16791
505	16787
505	16660
505	14455
505	16837
505	16790
505	16793
505	16828
505	16661
505	16794
505	16662
505	16835
505	16836
505	8129
505	16657
505	11872
505	16792
505	16832
505	16824
505	17229
505	17287
505	17290
505	17291
505	17292
505	2235
505	17294
505	17295
505	17203
505	17387
505	17388
505	17389
505	17390
505	7173
505	17393
505	17394
505	3006
505	17395
505	17397
505	17399
505	17401
505	806
505	17402
505	17221
505	17439
505	17441
505	17442
505	17443
505	17444
506	9723
506	18171
506	15297
506	17645
506	18175
506	7835
506	2330
506	4031
506	15525
506	16682
506	12333
506	16352
506	17641
506	17595
506	15749
506	17603
506	17655
506	17599
506	17869
506	17652
506	2720
506	17879
506	17874
506	6702
506	2355
506	17639
506	15263
506	17601
506	18172
506	1717
506	16276
506	17877
506	17876
506	15285
506	16338
506	17646
506	17878
506	13197
506	17880
